id,visitors
air_00a91d42b08b08d9_2017-04-23,2.212869609758055
air_00a91d42b08b08d9_2017-04-24,22.501086596771195
air_00a91d42b08b08d9_2017-04-25,26.906702666105843
air_00a91d42b08b08d9_2017-04-26,27.19775877089272
air_00a91d42b08b08d9_2017-04-27,31.208555007149254
air_00a91d42b08b08d9_2017-04-28,34.40094798384079
air_00a91d42b08b08d9_2017-04-29,11.195106156333559
air_00a91d42b08b08d9_2017-04-30,2.212869609758055
air_00a91d42b08b08d9_2017-05-01,22.501086596771195
air_00a91d42b08b08d9_2017-05-02,26.906702666105843
air_00a91d42b08b08d9_2017-05-03,27.19775877089272
air_00a91d42b08b08d9_2017-05-04,31.208555007149254
air_00a91d42b08b08d9_2017-05-05,34.40094798384079
air_00a91d42b08b08d9_2017-05-06,11.195106156333559
air_00a91d42b08b08d9_2017-05-07,2.212869609758055
air_00a91d42b08b08d9_2017-05-08,22.501086596771195
air_00a91d42b08b08d9_2017-05-09,26.906702666105843
air_00a91d42b08b08d9_2017-05-10,27.19775877089272
air_00a91d42b08b08d9_2017-05-11,31.208555007149254
air_00a91d42b08b08d9_2017-05-12,34.40094798384079
air_00a91d42b08b08d9_2017-05-13,11.195106156333559
air_00a91d42b08b08d9_2017-05-14,2.212869609758055
air_00a91d42b08b08d9_2017-05-15,22.501086596771195
air_00a91d42b08b08d9_2017-05-16,26.906702666105843
air_00a91d42b08b08d9_2017-05-17,27.19775877089272
air_00a91d42b08b08d9_2017-05-18,31.208555007149254
air_00a91d42b08b08d9_2017-05-19,34.40094798384079
air_00a91d42b08b08d9_2017-05-20,11.195106156333559
air_00a91d42b08b08d9_2017-05-21,2.212869609758055
air_00a91d42b08b08d9_2017-05-22,22.501086596771195
air_00a91d42b08b08d9_2017-05-23,26.906702666105843
air_00a91d42b08b08d9_2017-05-24,27.19775877089272
air_00a91d42b08b08d9_2017-05-25,31.208555007149254
air_00a91d42b08b08d9_2017-05-26,34.40094798384079
air_00a91d42b08b08d9_2017-05-27,11.195106156333559
air_00a91d42b08b08d9_2017-05-28,2.212869609758055
air_00a91d42b08b08d9_2017-05-29,22.501086596771195
air_00a91d42b08b08d9_2017-05-30,26.906702666105843
air_00a91d42b08b08d9_2017-05-31,27.19775877089272
air_0164b9927d20bcc3_2017-04-23,3.455050407303271
air_0164b9927d20bcc3_2017-04-24,5.57922629260859
air_0164b9927d20bcc3_2017-04-25,7.235053665548856
air_0164b9927d20bcc3_2017-04-26,8.18152557612803
air_0164b9927d20bcc3_2017-04-27,7.603473107991227
air_0164b9927d20bcc3_2017-04-28,8.168314969861871
air_0164b9927d20bcc3_2017-04-29,3.894941577316188
air_0164b9927d20bcc3_2017-04-30,3.455050407303271
air_0164b9927d20bcc3_2017-05-01,5.66337433925499
air_0164b9927d20bcc3_2017-05-02,8.316759145882243
air_0164b9927d20bcc3_2017-05-03,4.189326016969322
air_0164b9927d20bcc3_2017-05-04,4.075910034484937
air_0164b9927d20bcc3_2017-05-05,10.840476941567005
air_0164b9927d20bcc3_2017-05-06,3.894941577316188
air_0164b9927d20bcc3_2017-05-07,3.455050407303271
air_0164b9927d20bcc3_2017-05-08,5.811919915880652
air_0164b9927d20bcc3_2017-05-09,7.36449628084861
air_0164b9927d20bcc3_2017-05-10,7.63565186438644
air_0164b9927d20bcc3_2017-05-11,7.063778970289271
air_0164b9927d20bcc3_2017-05-12,8.168314969861871
air_0164b9927d20bcc3_2017-05-13,5.187600785807197
air_0164b9927d20bcc3_2017-05-14,3.455050407303271
air_0164b9927d20bcc3_2017-05-15,5.811919915880652
air_0164b9927d20bcc3_2017-05-16,6.40677861089218
air_0164b9927d20bcc3_2017-05-17,7.63565186438644
air_0164b9927d20bcc3_2017-05-18,7.063778970289271
air_0164b9927d20bcc3_2017-05-19,8.168314969861871
air_0164b9927d20bcc3_2017-05-20,3.894941577316188
air_0164b9927d20bcc3_2017-05-21,3.455050407303271
air_0164b9927d20bcc3_2017-05-22,5.811919915880652
air_0164b9927d20bcc3_2017-05-23,6.40677861089218
air_0164b9927d20bcc3_2017-05-24,7.63565186438644
air_0164b9927d20bcc3_2017-05-25,7.063778970289271
air_0164b9927d20bcc3_2017-05-26,8.168314969861871
air_0164b9927d20bcc3_2017-05-27,3.894941577316188
air_0164b9927d20bcc3_2017-05-28,3.455050407303271
air_0164b9927d20bcc3_2017-05-29,5.811919915880652
air_0164b9927d20bcc3_2017-05-30,6.40677861089218
air_0164b9927d20bcc3_2017-05-31,7.63565186438644
air_0241aa3964b7f861_2017-04-23,8.986325129638859
air_0241aa3964b7f861_2017-04-24,7.953680890573626
air_0241aa3964b7f861_2017-04-25,7.244437039100994
air_0241aa3964b7f861_2017-04-26,8.615572039801256
air_0241aa3964b7f861_2017-04-27,4.350654918935675
air_0241aa3964b7f861_2017-04-28,6.87976677187878
air_0241aa3964b7f861_2017-04-29,10.09968060928824
air_0241aa3964b7f861_2017-04-30,8.986325129638859
air_0241aa3964b7f861_2017-05-01,6.90578588561901
air_0241aa3964b7f861_2017-05-02,7.6703588474821265
air_0241aa3964b7f861_2017-05-03,12.201596064306639
air_0241aa3964b7f861_2017-05-04,1.5234531306001602
air_0241aa3964b7f861_2017-05-05,6.044850309203209
air_0241aa3964b7f861_2017-05-06,10.09968060928824
air_0241aa3964b7f861_2017-05-07,9.051670309422956
air_0241aa3964b7f861_2017-05-08,6.90578588561901
air_0241aa3964b7f861_2017-05-09,7.6703588474821265
air_0241aa3964b7f861_2017-05-10,8.426239375444922
air_0241aa3964b7f861_2017-05-11,3.6150039703508923
air_0241aa3964b7f861_2017-05-12,6.406494717484365
air_0241aa3964b7f861_2017-05-13,10.09968060928824
air_0241aa3964b7f861_2017-05-14,9.051670309422956
air_0241aa3964b7f861_2017-05-15,6.90578588561901
air_0241aa3964b7f861_2017-05-16,7.6703588474821265
air_0241aa3964b7f861_2017-05-17,8.426239375444922
air_0241aa3964b7f861_2017-05-18,3.6150039703508923
air_0241aa3964b7f861_2017-05-19,6.406494717484365
air_0241aa3964b7f861_2017-05-20,10.09968060928824
air_0241aa3964b7f861_2017-05-21,9.051670309422956
air_0241aa3964b7f861_2017-05-22,6.90578588561901
air_0241aa3964b7f861_2017-05-23,7.6703588474821265
air_0241aa3964b7f861_2017-05-24,8.426239375444922
air_0241aa3964b7f861_2017-05-25,3.6150039703508923
air_0241aa3964b7f861_2017-05-26,6.406494717484365
air_0241aa3964b7f861_2017-05-27,10.09968060928824
air_0241aa3964b7f861_2017-05-28,9.051670309422956
air_0241aa3964b7f861_2017-05-29,6.90578588561901
air_0241aa3964b7f861_2017-05-30,7.6703588474821265
air_0241aa3964b7f861_2017-05-31,8.426239375444922
air_0328696196e46f18_2017-04-23,9.473104840976081
air_0328696196e46f18_2017-04-24,3.8123772461840026
air_0328696196e46f18_2017-04-25,5.7345146919797525
air_0328696196e46f18_2017-04-26,6.884903039729835
air_0328696196e46f18_2017-04-27,7.774163056761233
air_0328696196e46f18_2017-04-28,7.139601213815435
air_0328696196e46f18_2017-04-29,5.9794345349065825
air_0328696196e46f18_2017-04-30,9.473104840976081
air_0328696196e46f18_2017-05-01,3.8123772461840026
air_0328696196e46f18_2017-05-02,5.7345146919797525
air_0328696196e46f18_2017-05-03,7.103013631039157
air_0328696196e46f18_2017-05-04,9.220841483244795
air_0328696196e46f18_2017-05-05,7.139601213815435
air_0328696196e46f18_2017-05-06,6.099911336077021
air_0328696196e46f18_2017-05-07,8.165800293747568
air_0328696196e46f18_2017-05-08,3.8123772461840026
air_0328696196e46f18_2017-05-09,5.7345146919797525
air_0328696196e46f18_2017-05-10,6.6316375247348125
air_0328696196e46f18_2017-05-11,7.774163056761233
air_0328696196e46f18_2017-05-12,7.139601213815435
air_0328696196e46f18_2017-05-13,6.099911336077021
air_0328696196e46f18_2017-05-14,8.165800293747568
air_0328696196e46f18_2017-05-15,3.8123772461840026
air_0328696196e46f18_2017-05-16,5.7345146919797525
air_0328696196e46f18_2017-05-17,6.6316375247348125
air_0328696196e46f18_2017-05-18,7.774163056761233
air_0328696196e46f18_2017-05-19,7.139601213815435
air_0328696196e46f18_2017-05-20,6.099911336077021
air_0328696196e46f18_2017-05-21,8.165800293747568
air_0328696196e46f18_2017-05-22,3.8123772461840026
air_0328696196e46f18_2017-05-23,5.7345146919797525
air_0328696196e46f18_2017-05-24,6.6316375247348125
air_0328696196e46f18_2017-05-25,7.774163056761233
air_0328696196e46f18_2017-05-26,7.139601213815435
air_0328696196e46f18_2017-05-27,6.099911336077021
air_0328696196e46f18_2017-05-28,8.165800293747568
air_0328696196e46f18_2017-05-29,3.8123772461840026
air_0328696196e46f18_2017-05-30,5.7345146919797525
air_0328696196e46f18_2017-05-31,6.6316375247348125
air_034a3d5b40d5b1b1_2017-04-23,21.348385610320836
air_034a3d5b40d5b1b1_2017-04-24,11.420306370272161
air_034a3d5b40d5b1b1_2017-04-25,11.711833800231986
air_034a3d5b40d5b1b1_2017-04-26,15.243964781322395
air_034a3d5b40d5b1b1_2017-04-27,11.621238670622692
air_034a3d5b40d5b1b1_2017-04-28,17.539982178109046
air_034a3d5b40d5b1b1_2017-04-29,22.29989168176475
air_034a3d5b40d5b1b1_2017-04-30,21.348385610320836
air_034a3d5b40d5b1b1_2017-05-01,11.420306370272161
